Debiteurnummer,Account,Adres + nr,nummer,toevoeging,Postcode,Plaats,Stadsdeel,,,,,,,,,,Sector
333086,Noppus,Icarusweg 16,16,,8938AX,Leeuwarden,Leeuwarden,,,,,,,,,,
333087,Miyagi and Jones Haarlem,Zijlstraat 56-58,56,,2011TP,Haarlem,Haarlem,,,,,,,,,,
333088,Cafe De Dakduif,Eerste Sweelinckstraat 12,12,,1073CM,Amsterdam,020-Zuid - De Pijp,,,,,Parkeren op laad en losplek bij de Albert Heijn,,,,,3
333089,Restaurant à la Damaris,Boschstraat 68,68,,5301AG,Zaltbommel,Zaltbommel,,,,,,,,,,
333090,Givaudan NL BV,Huizerstraatweg 28,28,,1411GP,Naarden,Naarden,,,,,,,,,,
333091,Kees van Steenbruggen,Merellaan 109,109,,2903GB,Capelle Aan Den Ijssel,Capelle Aan Den Ijssel,,,,,,,,,,
333092,Blokes,Poelestraat 33,33,,9711PH,Groningen,Groningen,,,,,,,,,,
333093,Carlton President,Floraweg 25,25,,3542DX,Utrecht,Utrecht,,,,,,,,,,
333094,Bar Grill Marathonweg,Marathonweg 1-5 hs,1,HS,1076SW,Amsterdam,020-Zuid,,,,,,,,,,3
333095,Hashtagblondies,Noordeinde 148C,148,C,2514GP,Den Haag,Den Haag,,,,,,,,,,
333096,Bar Du Champagne,Rokin 91,91,,1012KL,Amsterdam,020-Centrum,,,,,,,,,,5
333097,Nori and Rice VOF,Herenstraat 20,20,,1211CB,Hilversum,Hilversum,,,,,,,,,,
333098,Stacks B.V.,Govert Flinckstraat 122,122,,1072EM,Amsterdam,020-Zuid - De Pijp,,,,,,,STAX,,,3
333099,Sumventure Flightbar,Willem van Noortstraat 65,65,,3514GC,Utrecht,Utrecht,,,✔️,,Houd de druppel tegen het codekastje en druk op het bovenste knopje. Deur links gaat open.,,,,,
333100,Bistro Le Petit Chef,Emmastraat 49,49,,2282AN,Rijswijk,Rijswijk,,,,,,,,,,
333101,RA Studio BV,Gein Noord 80,80,,1391HZ,Abcoude,Abcoude,,,,,,,,,,
333102,Partners In Wine B.V.,Willemspoort 312,312,,5223WX,‘S-Hertogenbosch,‘S-Hertogenbosch,,,,,,,,,,
333103,Van Goyen Jeneverhuis,Schoolsteeg 4,4,,2311TD,Leiden,Leiden,,,,,,,,,,
333104,Dr. Watson,Eewal 50,50,,8911GT,Leeuwarden,Leeuwarden,,,,,,,,,,
333105,Bar Republic,Kleine Berg 60,60,,5611JW,Eindhoven,Eindhoven,,,,,,,,,,
333106,Voerman Spirits VOF (Verkoop),Th. Weeversweg 41,41,,1025AV,Amsterdam,020-Noord,,,,,Bellen voor levering 0644217347 Ingmar,,,,,1
333107,Uluwatu Beach,Zeekant 57,57,,3151HW,Hoek Van Holland,Hoek Van Holland,,,,,,,,,,
333108,Secret Garden B.V.,Reguliersdwarsstraat 38-40,38,,1017BM,Amsterdam,020-Centrum-Zuid,,11:30,,,0623002145 ALTIJD 15 MIN VTV BELLEN VOOR LEVERING,✔️,SG,,,3
333109,Queru Cantina Mexicana,Prinsestraat 30,30,,2513CD,Den Haag,Den Haag,,,,,na 13u leveren,,,,,
333110,Ristorante Italiano La Liguria B.V.,Noordeinde 97,97,,2514GD,Den Haag,Den Haag,,,,,,,,,,
333111,The Rumah B.V. (West Pop-up),Oude Binnenweg 110-C,110,C,3012JG,Rotterdam,Rotterdam,,,,,,,,,,
333112,Kyatcha Rotterdam BV,Leuvehaven 70,70,,3011EA,Rotterdam,Rotterdam,,,,,,,KYATCHA R,,,
333113,CouCou Vught,Taalstraat 57,57,,5261BB,Vught,Vught,,,,,,,,,,
333114,Pestana,Amsteldijk 67,67,,1074HZ,Amsterdam,020-Zuid - De Pijp,,,,,"Deliver > parkinggarage (max. height 1.90m, or park in lstreet left of hotel and deliver via terrace/glass doors",,,,,3
333115,Undercover AMS,Wibautstraat 130,130,,1091GP,Amsterdam,020-Oost,,,,,,,,,,2
333116,Kantien BV,Veilinghavenkade 59,59,,3521AT,Utrecht,Utrecht,,,,,,,,,,
333118,Café DIEP,Nieuwezijds Voorburgwal 256,256,,1012RS,Amsterdam,020-Centrum,,,,,,,,,,5
333119,Sjieke Snacks,driezeeg 21-23,21,,5258LD,Berlicum,Berlicum,,,,,,,,,,
333120,Nela Amsterdam BV,Beethovenstraat 515 - 2e verdieping,515,,1083HK,Amsterdam,020-Zuid,,,,,,,,,,3
333121,Label 159,Rechterstraat 14,14,,5281BV,Boxtel,Boxtel,,,,,,,,,,
333122,t.a.v. De Tulp,Marie Heinekenplein 33,33,,1072MH,Amsterdam,020-Zuid - De Pijp,,,,,,,,,,3
333123,Bij de C,Hoge Duin en Daalseweg 6,6,,2061AC,Bloemendaal,Bloemendaal,,,,,,,,,,
333124,Ethica Restaurant en Bar,Dunne Bierkade 35,35,,2512BD,Den Haag,Den Haag,,,,,,,,,,
333125,Seal F&B - Hick's Diner,Haarlemmerstraat 65,65,,1013EL,Amsterdam,020-West,,,,,,,,,,4
333126,Koenraad,Voorstraat 14,14,,3512AN,Utrecht,Utrecht,11:00:00,,,,Voorkant niet aanwezig? check ingang zijkant links,,,,,
333127,El Pastor Eindhoven BV,Kerkstraat 5,5,,5611GH,Eindhoven,Eindhoven,,,,,,,,,,
333128,Catch Coffee,Veemarkt 107,107,,1019CA,Amsterdam,020-Oost-Zeeburg,,,,,,,,,,2
333129,Fifth NRE BV,Gasfabriek 5,5,,5613CP,Eindhoven,Eindhoven,,,,,,,,,,
333130,Villa de Duinen,Oude Zeeweg 74,74,,2202CE,Noordwijk,Noordwijk,,,,,,,,,,
333131,House of Chi BV,Asterweg 18-B,18,B,1031HN,Amsterdam,020-Noord,,,,,,,,,,1
333132,Mesiba BV,Lijnbaansgracht 161 H,161,H,1016VX,Amsterdam,020-Centrum-West,,,,,Parkeren in de buurt. Stukje lopen,,,,,4
333133,Cafe Franklin (Den Haag),Valkenbosplein 24,24,,2563CC,Den Haag,Den Haag,,,,,,,,,,
333134,The Harlem Social Club,Gedempte Oude Gracht 34,34,,2011GS,Haarlem,Haarlem,,,,,,,,,,
333135,Colima,Utrechtsestraat 128,128,,1017VT,Amsterdam,020-Centrum-Zuid,,,✔️,✔️,Sleutelkluis,,,,,3
333136,Cafe Restaurant Terroir,Lange Nieuwstraat 62,62,,3512LP,Utrecht,Utrecht,,,,,,,,,,
333137,Distilleerderij De Tweekoppige Phoenix,Diederik Sonoyweg 10,10,,1509BR,Zaandam,Zaandam,,,,,,,,,,
333138,Kevin Bacon Bar Rotterdam,Schaatsbaan 83,83,,3011RK,Rotterdam,Rotterdam,,,,,,,,,,
333139,Avallen Spirits BV,Sarphatistraat 175-1,175,1,1018GE,Amsterdam,020-Centrum-Oost,,,,,,,,,,2
333141,Monk Whisky,Akerkhof 31,31,,9712BC,Groningen,Groningen,,,,,,,,,,
333142,Bloemenmarkt bij Ter Marsch BV,Vijzelstraat 4,4,,1017HK,Amsterdam,020-Centrum-Zuid,,,,,,,,,,3
333143,Cantina Caliente,Roetersstraat 192,192,,1018WE,Amsterdam,020-Centrum-Oost,,,,,,,,,,2
333144,The Concierge Project,2e De Riemerstraat 121,121,,2513CX,Den Haag,Den Haag,,,,,,,,,,
333145,Di Luna BV,Valeriusstraat 7,7,,2517HM,Den Haag,Den Haag,,,,,,,,,,
333146,UBM Hotel Kneuterdijk B.V.,Kneuterdijk 8,8,,2514EN,Den Haag,Den Haag,,,,,,,,,,
333147,Tenclub / Private Mansions,Nes 104,104,,1012KE,Amsterdam,020-Centrum,,10:30,✔️,,LET OP ALTIJD LEVEREN OP Nes 104 (1 deur naar rechts) bovenaan de trap in de hal.,,,,,5
333148,Mozza e Mezze,Prins Hendrikplein 22,22,,2518JC,Den Haag,Den Haag,,,,,Alternatief lever adres Zoutmanstraat 58 + sleutel code,,,,,
333149,Ted Testaccount,Sint jansstraat 49,49,,1012HG,Amsterdam,020-Centrum,,,,,,,,,,5
333149,Bar Olaf BV,Hooigracht 49,49,,2312KP,Leiden,Leiden,,,✔️,,,,,,,
333150,2prinsen BV,Prinsenstraat 27H,27,HS,1015DB,Amsterdam,020-Centrum-West,,,,,Parkeren op de brug,,,,,4
333151,The Rumah Rotterdam,Volmarijnstraat 162b,162,b,3021XZ,Rotterdam,Rotterdam,,,,,"Tania bellen, alternatief is Café Bakeliet – Nieuwe Binnenweg 328-C",,,,,
333152,Bar Olaf,Hooigracht 49,49,,2312KP,Leiden,Leiden,,,✔️,,Sleutel,,,,,
333153,Sammie Sangria VOF,NDSM-pier 3,3,,1033RG,Amsterdam,020-Noord,,,,,,,,,,1
333154,The Cat's Back,Paleisring 21,21,,5038WD,Tilburg,Tilburg,,,,,,,,,,
333155,Pillows Grand Hotel Mauritskade B.V.,Mauritskade 61,61,,1092AD,Amsterdam,020-Oost,,,,,Leveranciersingang in de garage,,,,,2
333156,Chez Nina Concepts BV,Van Limburg Stirumplein 10,10,,1051BE,Amsterdam,020-West,,,,,,,,,,4
333157,Xcellentjob,Regenboogweg 114,114,,1339GW,Almere,Almere,,,,,,,,,,
333158,TIWYA,Kruiskade 15,15,,3012EE,Rotterdam,Rotterdam,,,,,,,,,,
333159,IntoLife Lister,Burgemeester Fockema Andreaeplein 45,45,,3582LB,Utrecht,Utrecht,,,,,,,,,,
333160,WTF Utrecht BV,Nijverheidsweg 18,18,,3532EA,Utrecht,Utrecht,,,,,,,,,,
333161,Flagschip Amsterdam BV,Leliegracht 50-D,50,D,1015DH,Amsterdam,020-Centrum-West,,,,,,,,,,4
333162,Cafe Mi Ami,Jan van Galenstraat 169,169,,1056BR,Amsterdam,020-West,,,,,,,,,,4
333163,SHIN B.V.,Rodezand 23B25,23,B,3011AM,Rotterdam,Rotterdam,,,,,,,,,,
333164,Le Coeur Bistothéque BV,Hartenstraat 24,24,,1016CC,Amsterdam,020-Centrum-West,,,,,,,,,,4
333166,Restaurant Harpoon,Oude Molstraat 30 D,30,D,2513BB,Den Haag,Den Haag,,,,,,,,,,
333170,H/EART.H,Camperstraat 26H,26,H,1091AG,Amsterdam,020-Oost,,,,,,,,,,2
333171,1983 Coffee Cocktail,Nieuwe Markt 64,64,,2801GR,Gouda,Gouda,,,,,,,,,,
333172,Hotel de Leijhof,Heusdensebaan 7,7,,5061PM,Oisterwijk,Oisterwijk,,,,,,,,,,
333173,The Malt Vault Den Haag,Groenewegje 115,115,,2515LP,Den Haag,Den Haag,,,✔️,✔️,Sleutelkluis,,,,,
333174,Restaurant Chateau St Gerlach,Joseph Corneli Allee 1,1,,6301KK,Valkenburg,Valkenburg,,,,,,,,,,
333175,Gall & Gall BV,Laan van Ruyven 3,3,,2645EE,Delfgauw,Delfgauw,,,,,,,,,,
333176,Restaurand Pand 33,Nieuwegracht 33,33,,3512RD,Utrecht,Utrecht,,,,,,,,,,
333177,Simple BV,Domstraat 4,4,,3512JB,Utrecht,Utrecht,,,,,,,,,,
333178,Simple BV,Domstraat 4,4,,3512JB,Utrecht,Utrecht,,,,,,,,,,
333179,La Condesa Taqueria BV,Herengracht 287 H,287,H,1016BL,Amsterdam,020-Centrum-West,,,✔️,,,,,,,4
333180,Hospitality Consultancy by Najade,Smaragd 11,11,,1625RE,Hoorn,Hoorn,,,,,,,,,,
333181,Ruby hospitality Netherlands BV,Spaklerweg 18,18,,1096BA,Amsterdam,020-Oost,,,,,Leveranciersgang: Expeditieingang,,,,,2
333182,FIXY,Oosterstraat 13A,13,A,9711NN,Groningen,Groningen,,,,,,,,,,
333183,Roxys Tikibar,Grotestraat 12,12,,6511VD,Nijmegen,Nijmegen,,,,,,,,,,
333184,Cocktail Creators,Frederik Hendrikstraat 19,19,,2671GN,Naaldwijk,Naaldwijk,,,,,,,,,,
333185,Helling 7,tt. Melissaweg 57,57,,1033SP,Amsterdam,020-Noord,,,,,,,,,,1
333186,Hotel Restaurant Fidder VOF,Kon. Wilheminastraat 6,6,,8019AM,Zwolle,Zwolle,,,,,,,,,,
333187,Rummieclub,Soerapatistraat 4,4,,1018PN,Amsterdam,020-Centrum-Oost,,,,,,,,,,2
333188,Nopal,Oude Markt 18,18,,4381ES,Vlissingen,Vlissingen,,,,,,,,,,
333189,Whiskybase Shop BV,Zwaanshals 530,530,,3035KS,Rotterdam,Rotterdam,,,,,,,,,,
333190,Cape Town Social Club,Raamstraat 27,27,,1016XL,Amsterdam,020-Centrum-West,,,,,,,,,,4
333191,The Art of Wines,A.J. Ernststraat 665 A-1,665,A-1,1082LG,Amsterdam,020-Zuid,,,,,,,,,,3
333192,Tech-Noir,Schiedamse vest 154,154,,3011BH,Rotterdam,Rotterdam,,,,,,,,,,
333193,Yuzu Dining Bar,Kerkstraat 59,59,,1017GC,Amsterdam,020-Centrum-Zuid,,11:30,✔️,,LEVEREN TEGEN DE KEUKEN AAN,,YUZU DB,,,3
333194,Kip en Drip B.V.,Ruysdaelkade 251,251,,1072AX,Amsterdam,020-Zuid - De Pijp,,,,,Na 12:00 leveren.,,,,,3
333195,Museum Het Schip,Oostzaanstraat 45,45,,1013WG,Amsterdam,020-West,,,,,,,,,,4
333196,Pawel testaccount,,,,,,,,,,,,,,,,
333197,Saam Restaurant,Amstelzijde 59,59,,1184TS,Amstelveen,Amstelveen,,,,,,,,,,7
333198,Toscanini B.V.,Lindengracht 75,75,,1015KD,Amsterdam,020-Centrum-West,,,,,,,,,,4
333199,Pipa Streetfood Bar,Morsstraat 60,60,,2312BN,Leiden,Leiden,,,,,,,,,,
333200,BAR 1672,Gedempte Zuiderdiep 8,8,,9711HG,Groningen,Groningen,,,,,,,,,,
333201,Tiger Mama,Voorstraat 80,80,,3512AT,Utrecht,Utrecht,,,✔️,,"De sleutel is NIET van de voordeur, maar van de zijdeur op het terras. De bestelling kan hier achter de deur worden gezet. Deze deur bevindt zich aan de linkerkant van het pand, toegang via het terras. Zie bijgesloten foto voor de deur.",,,,,
333202,Miyagi and Jones Utrecht,Veemarktplein 42,42,,3521BD,Utrecht,Utrecht,,,,,,,,,,
333203,Noya,Karel Doormanstraat 278-E,278,E,3012GP,Rotterdam,Rotterdam,,,,,,,,,,
333204,Rotisserie Rijsel BV,Marcusstraat 52 B,52,B,1091TK,Amsterdam,020-Oost,,,,,,,,,,2
333205,The Lost Explorer Mezcal Company,,,,,,,,,,,,,,,,
333206,House 5,Drapenierstraat 9 RD,9,RD,2011WZ,Haarlem,Haarlem,,,,,,,,,,
333207,Diego's Rotterdam,Posthumuslaan 13,13,,3072AG,Rotterdam,Rotterdam,,,,,,,,,,
333208,Knijn Bowling BV,Scheldeplein 3,3,,1078GR,Amsterdam,020-Zuid,,,,,,,,,,3
333209,MERAKI Content Agency,"Marineterrein, Gebouw 025",25,,1018JA,Amsterdam,020-Centrum-Oost,,,,,,,,,,2
333210,Ladybird Fried Chicken BV,Sarphatipark 4H,4,H,1072PA,Amsterdam,020-Zuid - De Pijp,,,,,,,,,,3
333211,Chez Nina,Van Limburg Stirumplein 10A,10,A,1051BE,Amsterdam,020-West,,,,,,,,,,4
333212,Chateau Amsterdam,Johan van Hasseltweg 51,51,,1021KN,Amsterdam,020-Noord,,,,,,,,,,1
333213,Proeflokaal Charlies,Dubbele buurt 4,4,,1621JV,Hoorn,Hoorn,,,,,,,,,,
333214,Vigola Delicatessen,Traaij 66,66,,3971GR,Driebergen,Driebergen,,,,,,,,,,
333215,Restaurant N.A.P. Bloemendaal B.V.,Kerkplein 16A,16,A,2061JD,Bloemendaal,Bloemendaal,,,,,,,,,,
333217,The Revellers,Stratumseind 101,101,,5611ER,Eindhoven,Eindhoven,,,,,,,,,,
333218,The Revellers Bar,Stratumseind-101,101,,5611ER,Eindhoven,Eindhoven,,,,,0622013571 - 15 minuten van te voren bellen,,,,,
333219,Bar Hachi BV,Albert Cuypstraat 18,18,,1072CT,Amsterdam,020-Zuid - De Pijp,,,✔️,,,,,,,3
333220,Storytaster,IJburglaan 189,189,,1086ZJ,Amsterdam,020-Oost,,,,,,,,,,2
333221,JLE Group BV,Singel 462,462,,1017AW,Amsterdam,020-Centrum-Zuid,,11:30,,,Parkeren op koningsplein,,,,,3
333222,Spice Monkey Oosterkade,Oosterkade 30,30,,3582AV,Utrecht,Utrecht,,,✔️,✔️,,,,,,
333223,de Willem,Haarlemmerplein 58,58,,1013HS,Amsterdam,020-West,,,,,,,,,,4
333224,Taverno,Papaverhoek 31,31,,1032JZ,Amsterdam,020-Noord,,,,,Ventweg inrijden.,,,,,1
333225,De Burger,Kerkstraat 5,5,,5611GH,Eindhoven,Eindhoven,,,,,,,,,,
333226,Pillows Luxury Boutique Hotel a/d IJssel,Worp 2,2,,7419AD,Deventer,Deventer,,,,,,,,,,
333227,H.A D'Arcy Solutions,Achtersteven 2,2,,1034VA,Amsterdam,020-Noord,,,,,,,,,,1
333228,11 Once,Oosterstraat 11,11,,9711NN,Groningen,Groningen,,,,,,,,,,
333229,Tudy's Kitchen,Nieuwe Hemweg 4-E,4,E,1013BG,Amsterdam,020-West,,,,,,,,,,4
333230,De Margaritabar B.V.,Lange Leidsedwarsstraat 71 A,71,A,1017NH,Amsterdam,020-Centrum-Zuid,,11:30,,✔️,"DE ORDER ALTIJD BENEDEN NEERZETTEN!
Indien niemand aanwezig: Voor 12:00 schoonmaker bellen 06-41269438 na 12:00 Martijn bellen 0615053721",,,,,3
333231,SOMMTIMES B.V.,Amstelzijde 59,59,,1184TZ,Amstelveen,Amstelveen,,,,,,,,,,7
333232,Next Restaurant BV,NDSM-kade 2,2,,1033PG,Amsterdam,020-Noord,,,,,"bij de lift zetten, is bij binnenkomst naar rechts",,,,,1
333233,Ramses Schwarz,derkinderenstraat 93b,93,B,1061XG,Amsterdam,020-Nieuw-West,,,,,Mag ook binnen in de gallerij gezet worden/ voordeur van 93B,,,,,4
333234,Stacks Diner,De Clerqstraat 32-H,32,H,1052NE,Amsterdam,020-West,,,,,"Indien niemand aanwezig leveren bij Stacks deli open vanaf 10.00 De Clercqstraat 24h, 1052NE",,,,,4
333235,Lola`s,Herman Broodhof 103,103,,1112ZG,Diemen,Diemen,,,,,,,,,,
333236,MasMais Admiraal B.V.,Admiraal de Ruijterweg 273 A,273,A,1055LV,Amsterdam,020-West,,,✔️,,,,,,,4
333237,Camper 48 BV,Camperstraat 48-50,48,,1091AH,Amsterdam,020-Oost,,,,,,,,,,2
333238,Dranklokaal 1650,Peterskerk-Choorsteeg 13,13,,2311TR,Leiden,Leiden,,,,,,,,,,
333239,Euro Pizza Restaurant BV,Gedempt Hamerkanaal 79,79,,1021KP,Amsterdam,020-Noord,,,,,,,,,,1
333240,Straight to the Bar,Commelinstraat 46,46,,1093TV,Amsterdam,020-Oost,,,,,,,,,,2
333241,BurgerBar,Nieuwe Hemweg 15D,15,D,1013BG,Amsterdam,020-West,,,,,,,,,,4
333242,Colibrí Cocina Mexicana,Roermondsplein 35,35,,6811JN,Arnhem,Arnhem,,,,,,,,,,
333243,KRS Festina,Vondelpark 2A,2,A,1071AA,Amsterdam,020-Zuid,,,,,In het vondelpark - Parkeren in de Gerard Brandtstraat,,,,,3
333244,De Lochemse Berg,Lochemseweg 42,42,,7244RS,Barchem,Barchem,,,,,,,,,,
333245,Armoury Bar Amsterdam,Ceintuurbaan 226 H,226,H,1072GE,Amsterdam,020-Zuid - De Pijp,,,,,,,,,,3
333246,Cafe Lief,Julianapark 12,12,,2022AA,Haarlem,Haarlem,,,,,,,,,,
333247,Zwarte Ruiter,Grote Markt 27,27,,2511BG,Den Haag,Den Haag,,,,,Vavoom / Zwarte Ruiter / Hoender en hop /  Strandpaviljoen ZUID / Boterwaag / September / Zeta graag allemaal op hetzelfde adres leveren!,,,,,
333248,Hoender & Hop,Grote Markt 27,27,,2511BG,Den Haag,Den Haag,,,,,Vavoom / Zwarte Ruiter / Hoender en hop /  Strandpaviljoen ZUID / Boterwaag / September / Zeta graag allemaal op hetzelfde adres leveren!,,,,,
333249,Vavoom,Grote Markt 27,27,,2511BG,Den Haag,Den Haag,,,,,Vavoom / Zwarte Ruiter / Hoender en hop /  Strandpaviljoen ZUID / Boterwaag / September / Zeta graag allemaal op hetzelfde adres leveren!,,,,,
333250,Quincy Hospitality,Havenpad 202,202,,2451ZV,Leimuiden,Leimuiden,,,,,,,,,,
333251,Amaze,Elementenstraat 25,25,,1014AR,Amsterdam,020-West,,,,,Leveren bij de goedereningang,,,,,4
333252,Restaurant Europa,Gedempt Hamerkanaal 83,83,,1021KP,Amsterdam,020-Noord,,,,,,,,,,1
333253,Hapis TabakShop-MiniMarket,Ceintuurbaan 224-H,224,H,1072GE,Amsterdam,020-Zuid - De Pijp,,,,,,,,,,3
333254,Lyndon Test account,Portsmuiden 13,13,,1046AH,Amsterdam,020-Westpoort,,,,,,,,,,4
333255,Amanti BV,Joop Geesinkweg 305,305,,1096AW,Amsterdam,020-Oost,,,,,,,,,,2
333256,Benelux Bar,Gedempt Hamerkanaal 83-,83,,1021KP,Amsterdam,020-Noord,,,,,,,,,,1
333257,Spice Monkey Biltstraat,Biltstraat 1,1,,3572AA,Utrecht,Utrecht,,,✔️,,,,,,,
333259,Ayla BV,Kruisplein 153,153,,3014DD,Rotterdam,Rotterdam,,,,,,,,,,
333260,Strandpaviljoen ZUID,Grote Markt 27,27,,2511BG,Den Haag,Den Haag,,,,,Vavoom / Zwarte Ruiter / Hoender en hop /  Strandpaviljoen ZUID / Boterwaag / September / Zeta graag allemaal op hetzelfde adres leveren!,,,,,
333261,Brasserie 1640,Zonneberg 8,8,,2716PG,Zoetermeer,Zoetermeer,,,,,,,,,,
333262,The Meets Restaurant,sumatrastraat 28,28,,1094ND,Amsterdam,020-Oost,,,,,,,,,,2
333263,Drinkhut,Joost van den Vondellaan 33A,33,A,1422HK,Uithoorn,Uithoorn,,,,,,,,,,
333264,Daniel Test account,Portsmuiden 13,13,,1046AH,Amsterdam,020-Westpoort,,,,,,,,,,4
333265,Thirsty Solutions,Van Ostadestraat 21,21,,1072SM,Amsterdam,020-Zuid - De Pijp,,,,,,,,,,3
333266,Slijterij Wijnhandel de Bodega,Bermweg 296a,296,A,2906LH,Capelle A/D Ijssel,Capelle A/D Ijssel,,,,,,,,,,
333267,Dutch House of Spirits,Nieuwe Hemweg 15B,15,B,1013BG,Amsterdam,020-West,,,,,,,,,,4
333268,Casa Chow Gouda,Markt 31,31,,2801JJ,Gouda,Gouda,,,,,,,,,,
333269,La Soiree,Veerhaven 12b,12,B,3016CJ,Rotterdam,Rotterdam,,,,,,,,,,
333270,BYT Hospitality,Amstelvlietstraat 66,66,,1096GG,Amsterdam,020-Oost,,,,,,,,,,2
333271,101 Gowrie BV,Govert Flinckstraat 326H,326,H,1073CJ,Amsterdam,020-Zuid - De Pijp,,,,,,,,,,3
333272,Bar Rouge,Singel 460,460,,1017AW,Amsterdam,020-Centrum-Zuid,,,,,,,,,,3
333273,Allan Test account,Minoes Erf 79,79,,2907VJ,Capelle aan den IJssel,Capelle aan den IJssel,,,,,,,,,,
333274,Bakeliet B.V.,Nieuwe Binnenweg 328c,328,C,3021GV,Rotterdam,Rotterdam,,,,,,,,,,
333275,RAMANI & Co,Rue Charles Lamquet 226,226,,5100,Jambes - BELGIE,Jambes - BELGIE,,,,,"transportkosten €80,-",,,,,
333276,Audio Obscura BV,Prinsengracht 769,769,,1017JZ,Amsterdam,020-Centrum-Zuid,,,,,,,,,,3
333277,CHEFFD Atelier,Duinweg 15,15,,1871AC,Schoorl,Schoorl,,,,,,,,,,
333278,KC Beverage,Nijverheidsweg 16,16,,3641RR,Mijdrecht,Mijdrecht,,,,,,,,,,
333279,Bar Gui,Prinsengracht 955 H,955,HS,1017KL,Amsterdam,020-Centrum-Zuid,,,,,Parkeren op de brug,,,,,3
333281,Gatrobar TOF,Marktstraat 2,2,,5801BM,Venray,Venray,,,,,,,,,,
333282,Strandhotel | Bar Forty Nine,Boulevard de Wielingen 49,49,,4506JK,Cadzand-Bad,Cadzand-Bad,,,,,,,,,,
333284,Casa Lisa,Dorpsplein 72,72,,1115CX,Duivendrecht,Duivendrecht,,,,,,,,,,
333285,Calma,Oudedijk 261b,261,B,3061AJ,Rotterdam,Rotterdam,,,,,,,,,,
333286,HANOS Maastricht,Molensingel 99,99,,6229PC,Maastricht,Maastricht,,,,,,,,,,
333287,Fuku Ramen,Ingogostraat 14a,14,A,1092HZ,Amsterdam,020-Oost,,,,,,,,,,2
333288,Meubelatelier Veerkamp,Nijverheidsweg 5-7,5,,1442LD,Purmerend,Purmerend,,,,,,,,,,
333289,Oniria,Hoogstraat 171,171,,3111HG,Schiedam,Schiedam,,,,,,,,,,
333290,Otemba Ramen,Kinkerstraat 56A,56,A,1053DZ,Amsterdam,020-West,,,,,,,,,,4
333291,Utage,Lekstraat 11,11,,1079EK,Amsterdam,020-Zuid,,,✔️,,,,,,,3
333293,Drankerij BV,Pretoriusstraat 1hs,1,HS,1092EW,Amsterdam,020-Oost,,,,,LET OP WELKE AFLEVER LOCATIE HET IS!!!,,,,,2
333294,Calisto BV,Haarlemmerdijk 61,61,,1013KB,Amsterdam,020-West,,,,,,,,,,4
333295,Fientje Zijlmans,Zeeburgerpad 125,125,,1019DX,Amsterdam,020-Oost-Zeeburg,,,,,,,,,,2
333296,Troppo Giovane BV,Binnen Dommersstraat 22,22,,1019RK,Amsterdam,020-Oost-Zeeburg,,,,,,,,,,2
333297,North End Leiden,Noordeinde 55,55,,2311CB,Leiden,Leiden,,,,,,,,,,
333298,Angus Time,Nassaukade 51-3,51,3,1052CN,Amsterdam,020-West,,,,,,,,,,4
333299,Lloyd Hotel BV,Oostelijke Handelskade 34,34,,1019BN,Amsterdam,020-Oost-Zeeburg,,,,,Leveranciersingang - Om de hoek na de trap rechts - restaurant fosco zit er tegenover - Aanbellen,,,,,2
333300,Lagerwal,tt Melissaweg 57,57,,1033SP,Amsterdam,020-Noord,,,,,,,,,,1
333301,Rob Takken - Uw Topslijter,Zandstraat 16,16,,6591DC,Gennep,Gennep,,,,,,,,,,
333302,Hotel Okura Amsterdam,Ferdinand Bolstraat 333,333,,1072LH,Amsterdam,020-Zuid - De Pijp,,,,,Leveranciersingang Tweede van der Helststraat. Na het tankstation steeg inrijden.,,,,,3
333303,Bistro Goeswijn,Choorlammersteeg 1D,1,D,2311EP,Leiden,Leiden,,,,,Vanaf 11.30 aanwezig. Mag eventueel bij theewinkeltje op de hoek beneden afgegeven worden. Exclusivithee heet het,,,,,
333304,Jacobus Toet BV,Kranenburgweg 200,200,,2583ER,Den Haag,Den Haag,,,,,,,,,,
333306,Café Carèl,Janskerkhof 6,6,,3512BK,Utrecht,Utrecht,,,,,,,,,,
333309,Murmur v.o.f.,johan van hasseltweg 39,39,,1021KN,Amsterdam,020-Noord,,,,,,,,,,1
333310,Kaapse Maria,Mauritsweg 52,52,,3012JW,Rotterdam,Rotterdam,,,,,,,,,,
333311,Amsterdam Republic Spirits,Johan van Hasseltweg 12B,12,B,1022WV,Amsterdam,020-Noord,,,,,,,,,,1
333312,Vrijbloed,Zwanenplein 109,109,,1021CK,Amsterdam,020-Noord,,,,,,,,,,1
333313,Cafe Bleu,Hooistraat 5,5,,2514BM,Den Haag,Den Haag,,,✔️,,,,,,,
333314,Pastoe Foodbar,Rotsoord 7A,7,A,3523CL,Utrecht,Utrecht,,,,,,,,,,
333315,Rubens Proeflokaal,Nieuwegracht 197,197,,3512LN,Utrecht,Utrecht,,,✔️,,Sleutel ,,,,,
333317,Rubens Proeflokaal,Nieuwegracht 197,197,,3512LN,Utrecht,Utrecht,,,✔️,,Sleutel ,,,,,
333318,Slijterij 't Raedthuys,Sint Maartenstraat 59,59,,7581AK,Losser,Losser,,,,,,,,,,
333319,Café-restaurant Kamer,zoutmanstraat 8a,8,A,2518VM,Den Haag,Den Haag,,,,,,,,,,
